DALIA_ID,Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version
58f21f3f-c867-43ce-9ea2-656c01177036,"Cong, Longwei : {https://orcid.org/0009-0008-2568-4556} * Kuhr, Maximilian M. G. : {https://orcid.org/0000-0001-5676-4403} * Pelz, Peter F. : {https://orcid.org/0000-0002-0195-627X} ",CC-BY-SA-4.0,https://zenodo.org/records/14222360,Information package about Praktikum Digitalisierung,NFDI4Ing (SR),"During the course, students will explore fundamental digitalization concepts and FAIR research data management within the context of mechanical engineering in a practice-oriented manner. This will be achieved through selected experiments in mechanical engineering, utilizing digital measurement technology. By integrating research data management (aligned with FAIR principles, the data life cycle, and data quality), the course imparts both subject-specific and interdisciplinary data literacy.",https://w3id.org/kim/hochschulfaechersystematik/n8,.pdf,engineering science * research data management * physics * programming,de,Lecture,text * presentation,advanced beginner,2024-11-27,,,5.1,1
