curator,DALIA_ID,Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version
orcid:0000-0003-4423-4370,"",Microscopy Australia,CC-BY-SA-4.0,https://myscope.training/SEM_SEM_Basics,Scanning Electron Microscopy,,Teaches the theory underlying scanning electron microscopy and the usage of instruments and their related software.,https://w3id.org/kim/hochschulfaechersystematik/n40,.html,microscopy * scanning electron microscopy * chemistry,en,webpage,text,novice,,bachelor's student,,,
